Document ID,Sentence #,Word,Tag
PMC10640930_447,7520,Of,O
PMC10640930_447,7520,the,O
PMC10640930_447,7520,two,O
PMC10640930_447,7520,anti,O
PMC10640930_447,7520,-,O
PMC10640930_447,7520,breast,B-Disease
PMC10640930_447,7520,cancer,I-Disease
PMC10640930_447,7520,drugs,O
PMC10640930_447,7520,",",O
PMC10640930_447,7520,tamoxifen,B-Drug
PMC10640930_447,7520,showed,O
PMC10640930_447,7520,IC,O
PMC10640930_447,7520,_,O
PMC10640930_447,7520,_,O
PMC10640930_447,7520,number,O
PMC10640930_447,7520,_,O
PMC10640930_447,7520,_,O
PMC10640930_447,7520,=,O
PMC10640930_447,7520,_,O
PMC10640930_447,7520,_,O
PMC10640930_447,7520,number,O
PMC10640930_447,7520,_,O
PMC10640930_447,7520,_,O
PMC10640930_447,7520,microM,O
PMC10640930_447,7520,to,O
PMC10640930_447,7520,BC,O
PMC10640930_447,7520,-,O
PMC10640930_447,7520,M,O
PMC10640930_447,7520,_,O
PMC10640930_447,7520,_,O
PMC10640930_447,7520,number,O
PMC10640930_447,7520,_,O
PMC10640930_447,7520,_,O
PMC10640930_447,7520,cells,O
PMC10640930_447,7520,and,O
PMC10640930_447,7520,paclitaxel,O
PMC10640930_447,7520,had,O
PMC10640930_447,7520,much,O
PMC10640930_447,7520,less,O
PMC10640930_447,7520,sensitivity,O
PMC10640930_447,7520,than,O
PMC10640930_447,7520,AZ,O
PMC10640930_447,7520,_,O
PMC10640930_447,7520,_,O
PMC10640930_447,7520,number,O
PMC10640930_447,7520,_,O
PMC10640930_447,7520,_,O
PMC10640930_447,7520,0,O
PMC10874940_502,7521,So,O
PMC10874940_502,7521,far,O
PMC10874940_502,7521,there,O
PMC10874940_502,7521,is,O
PMC10874940_502,7521,no,O
PMC10874940_502,7521,evidence,O
PMC10874940_502,7521,that,O
PMC10874940_502,7521,topiramate,B-Drug
PMC10874940_502,7521,has,O
PMC10874940_502,7521,anti,O
PMC10874940_502,7521,-,O
PMC10874940_502,7521,manic,B-Symptom
PMC10874940_502,7521,effect,O
PMC10874940_502,7521,and,O
PMC10874940_502,7521,it,O
PMC10874940_502,7521,should,O
PMC10874940_502,7521,not,O
PMC10874940_502,7521,be,O
PMC10874940_502,7521,used,O
PMC10874940_502,7521,as,O
PMC10874940_502,7521,monotherapy,O
PMC10874940_502,7521,0,O
PMC11878860_182,7522,Further,O
PMC11878860_182,7522,randomized,O
PMC11878860_182,7522,control,O
PMC11878860_182,7522,trials,O
PMC11878860_182,7522,are,O
PMC11878860_182,7522,required,O
PMC11878860_182,7522,to,O
PMC11878860_182,7522,asses,O
PMC11878860_182,7522,the,O
PMC11878860_182,7522,full,O
PMC11878860_182,7522,benefits,O
PMC11878860_182,7522,of,O
PMC11878860_182,7522,Montelukast,B-Drug
PMC11878860_182,7522,therapy,O
PMC11878860_182,7522,in,O
PMC11878860_182,7522,the,O
PMC11878860_182,7522,whole,O
PMC11878860_182,7522,spectrum,O
PMC11878860_182,7522,of,O
PMC11878860_182,7522,eosinophilic,O
PMC11878860_182,7522,gastrointestinal,O
PMC11878860_182,7522,disorders,O
PMC11878860_182,7522,0,O
PMC13511740_562,7523,Effectiveness,O
PMC13511740_562,7523,of,O
PMC13511740_562,7523,sertraline,B-Drug
PMC13511740_562,7523,in,O
PMC13511740_562,7523,treatment,O
PMC13511740_562,7523,of,O
PMC13511740_562,7523,depression,B-Disease
PMC13511740_562,7523,in,O
PMC13511740_562,7523,a,O
PMC13511740_562,7523,consecutive,O
PMC13511740_562,7523,sample,O
PMC13511740_562,7523,of,O
PMC13511740_562,7523,patients,O
PMC13511740_562,7523,with,O
PMC13511740_562,7523,acute,O
PMC13511740_562,7523,myocardial,O
PMC13511740_562,7523,infarction,O
PMC13511740_562,7523,:,O
PMC13511740_562,7523,six,O
PMC13511740_562,7523,month,O
PMC13511740_562,7523,prospective,O
PMC13511740_562,7523,study,O
PMC13511740_562,7523,on,O
PMC13511740_562,7523,outcome,O
PMC13511740_562,7523,0,O
PMC14135520_641,7524,BACKGROUND,O
PMC14135520_641,7524,:,O
PMC14135520_641,7524,Chorea,O
PMC14135520_641,7524,in,O
PMC14135520_641,7524,Huntington,B-Disease
PMC14135520_641,7524,',I-Disease
PMC14135520_641,7524,s,I-Disease
PMC14135520_641,7524,Disease,I-Disease
PMC14135520_641,7524,(,O
PMC14135520_641,7524,HD,O
PMC14135520_641,7524,),O
PMC14135520_641,7524,is,O
PMC14135520_641,7524,usually,O
PMC14135520_641,7524,treated,O
PMC14135520_641,7524,with,O
PMC14135520_641,7524,antidopaminergic,O
PMC14135520_641,7524,neuroleptics,O
PMC14135520_641,7524,like,O
PMC14135520_641,7524,haloperidol,O
PMC14135520_641,7524,",",O
PMC14135520_641,7524,olanzapine,B-Drug
PMC14135520_641,7524,and,O
PMC14135520_641,7524,tiaprid,O
PMC14135520_641,7524,or,O
PMC14135520_641,7524,dopamine,O
PMC14135520_641,7524,depleting,O
PMC14135520_641,7524,drugs,O
PMC14135520_641,7524,like,O
PMC14135520_641,7524,tetrabenazine,O
PMC14135520_641,7524,0,O
PMC14357460_816,7525,The,O
PMC14357460_816,7525,study,O
PMC14357460_816,7525,subjects,O
PMC14357460_816,7525,were,O
PMC14357460_816,7525,outpatients,O
PMC14357460_816,7525,with,O
PMC14357460_816,7525,serious,O
PMC14357460_816,7525,mental,O
PMC14357460_816,7525,disorders,O
PMC14357460_816,7525,treated,O
PMC14357460_816,7525,with,O
PMC14357460_816,7525,SGA,O
PMC14357460_816,7525,(,O
PMC14357460_816,7525,clozapine,O
PMC14357460_816,7525,",",O
PMC14357460_816,7525,olanzapine,B-Drug
PMC14357460_816,7525,",",O
PMC14357460_816,7525,risperidone,O
PMC14357460_816,7525,",",O
PMC14357460_816,7525,quetiapine,B-Drug
PMC14357460_816,7525,),O
PMC14357460_816,7525,0,O
PMC14486960_559,7526,SSRIs,O
PMC14486960_559,7526,have,O
PMC14486960_559,7526,a,O
PMC14486960_559,7526,cardiovascular,O
PMC14486960_559,7526,safety,O
