Document ID,Sentence #,Word,Tag
6.41037848527946E+017,8926,Wrote,O
6.41037848527946E+017,8926,about,O
6.41037848527946E+017,8926,Effexor,B-Drug
6.41037848527946E+017,8926,XR,O
6.41037848527946E+017,8926,withdrawal,B-Symptom
6.41037848527946E+017,8926,today,O
6.41037848527946E+017,8926,",",O
6.41037848527946E+017,8926,recalled,O
6.41037848527946E+017,8926,vividly,O
6.41037848527946E+017,8926,at,O
6.41037848527946E+017,8926,the,O
6.41037848527946E+017,8926,time,O
6.41037848527946E+017,8926,my,B-Symptom
6.41037848527946E+017,8926,brain,I-Symptom
6.41037848527946E+017,8926,felt,I-Symptom
6.41037848527946E+017,8926,like,I-Symptom
6.41037848527946E+017,8926,a,I-Symptom
6.41037848527946E+017,8926,raw,I-Symptom
6.41037848527946E+017,8926,pork,I-Symptom
6.41037848527946E+017,8926,shoulder,I-Symptom
6.41037848527946E+017,8926,inside,I-Symptom
6.41037848527946E+017,8926,a,I-Symptom
6.41037848527946E+017,8926,spinning,I-Symptom
6.41037848527946E+017,8926,fishbowl,I-Symptom
6.41037848527946E+017,8926,0,O
6.41057671714636E+017,8927,Is,O
6.41057671714636E+017,8927,steroid,O
6.41057671714636E+017,8927,induced,O
6.41057671714636E+017,8927,psychosis,O
6.41057671714636E+017,8927,a,O
6.41057671714636E+017,8927,thing,O
6.41057671714636E+017,8927,?,O
6.41057671714636E+017,8927,(,O
6.41057671714636E+017,8927,Like,O
6.41057671714636E+017,8927,short,O
6.41057671714636E+017,8927,term,O
6.41057671714636E+017,8927,prednisone,B-Drug
6.41057671714636E+017,8927,tx,O
6.41057671714636E+017,8927,),O
6.41060757283562E+017,8928,Paxil,B-Drug
6.41060757283562E+017,8928,withdrawal,O
6.41060757283562E+017,8928,update,O
6.41060757283562E+017,8928,:,O
6.41060757283562E+017,8928,still,O
6.41060757283562E+017,8928,on,O
6.41060757283562E+017,8928,1,O
6.41060757283562E+017,8928,/,O
6.41060757283562E+017,8928,2,O
6.41060757283562E+017,8928,pill,O
6.41060757283562E+017,8928,every,O
6.41060757283562E+017,8928,other,O
6.41060757283562E+017,8928,day,O
6.41060757283562E+017,8928,",",O
6.41060757283562E+017,8928,so,O
6.41060757283562E+017,8928,sleepy,B-Symptom
6.41060757283562E+017,8928,",",O
6.41060757283562E+017,8928,dizzy,B-Symptom
6.41060757283562E+017,8928,and,O
6.41060757283562E+017,8928,a,O
6.41060757283562E+017,8928,little,O
6.41060757283562E+017,8928,sad,B-Symptom
6.41060757283562E+017,8928,",",O
6.41060757283562E+017,8928,Since,O
6.41060757283562E+017,8928,I,O
6.41060757283562E+017,8928,know,O
6.41060757283562E+017,8928,the,O
6.41060757283562E+017,8928,reason,O
6.41060757283562E+017,8928,it,O
6.41060757283562E+017,8928,',O
6.41060757283562E+017,8928,s,O
6.41060757283562E+017,8928,ok,O
6.41060757283562E+017,8928,0,O
6.41060757283562E+017,8928,…,O
6.41060757283562E+017,8928,over,O
6.41060757283562E+017,8928,soon,O
6.41060757283562E+017,8928,!,O
6.4108856633695E+017,8929,Doc,O
6.4108856633695E+017,8929,upped,O
6.4108856633695E+017,8929,my,O
6.4108856633695E+017,8929,depression,B-Disease
6.4108856633695E+017,8929,/,O
6.4108856633695E+017,8929,anxiety,B-Symptom
6.4108856633695E+017,8929,med,O
6.4108856633695E+017,8929,dosage,O
6.4108856633695E+017,8929,and,O
6.4108856633695E+017,8929,omg,O
6.4108856633695E+017,8929,0,O
6.4108856633695E+017,8929,0,O
6.4108856633695E+017,8929,0,O
6.4108856633695E+017,8929,0,O
6.4108856633695E+017,8929,I,O
6.4108856633695E+017,8929,feel,B-Symptom
6.4108856633695E+017,8929,like,I-Symptom
6.4108856633695E+017,8929,I,I-Symptom
6.4108856633695E+017,8929,am,I-Symptom
6.4108856633695E+017,8929,dying,I-Symptom
6.4108856633695E+017,8929,!,O
6.4108856633695E+017,8929,Anyone,O
6.4108856633695E+017,8929,else,O
6.4108856633695E+017,8929,take,O
6.4108856633695E+017,8929,Effexor,B-Drug
6.4108856633695E+017,8929,?,O
6.41091338268733E+017,8930,Has,O
6.41091338268733E+017,8930,anyone,O
6.41091338268733E+017,8930,ever,O
6.41091338268733E+017,8930,taken,O
6.41091338268733E+017,8930,Cymbalta,B-Drug
6.41091338268733E+017,8930,and,O
6.41091338268733E+017,8930,experienced,O
6.41091338268733E+017,8930,severe,O
6.41091338268733E+017,8930,side,O
6.41091338268733E+017,8930,effects,O
6.41091338268733E+017,8930,when,O
6.41091338268733E+017,8930,coming,O
6.41091338268733E+017,8930,off,O
6.41091338268733E+017,8930,of,O
6.41091338268733E+017,8930,it,O
6.41091338268733E+017,8930,?,O
6.41091338268733E+017,8930,?,O
6.41091338268733E+017,8930,?,O
B-Drug,8931,Cymbalta,I-Drug
O,8932,Medication,O
B-Disease,8933,Depression,I-Disease
O,8932,Help,O
O,8932,Me,O
6.41096821763215E+017,8934,@,O
6.41096821763215E+017,8934,_,O
6.41096821763215E+017,8934,Cas,O
6.41096821763215E+017,8934,_,O
6.41096821763215E+017,8934,Novak,O
6.41096821763215E+017,8934,_,O
6.41096821763215E+017,8934,@,O
6.41096821763215E+017,8934,T21ASDMommy,O
6.41096821763215E+017,8934,I,O
6.41096821763215E+017,8934,take,O
6.41096821763215E+017,8934,Paxil,B-Drug
6.41096821763215E+017,8934,for,O
6.41096821763215E+017,8934,my,O
6.41096821763215E+017,8934,anxiety,B-Symptom
6.41096821763215E+017,8934,0,O
6.41096821763215E+017,8934,It,O
6.41096821763215E+017,8934,helps,O
6.41096821763215E+017,8934,quite,O
6.41096821763215E+017,8934,a,O
6.41096821763215E+017,8934,bit,O
6.41096821763215E+017,8934,0,O
6.41195184517194E+017,8935,The,O
6.41195184517194E+017,8935,Scottish,O
6.41195184517194E+017,8935,Medicines,O
6.41195184517194E+017,8935,Consortium,O
6.41195184517194E+017,8935,has,O
6.41195184517194E+017,8935,approved,O
6.41195184517194E+017,8935,bevacizumab,B-Drug
6.41195184517194E+017,8935,for,O
6.41195184517194E+017,8935,patients,O
6.41195184517194E+017,8935,with,O
6.41195184517194E+017,8935,recurrent,O
6.41195184517194E+017,8935,ovarian,B-Disease
6.41195184517194E+017,8935,cancer,I-Disease
6.41195184517194E+017,8935,resistant,O
6.41195184517194E+017,8935,to,O
